study_id,panel,source_file,source_sha256,point_index,ps_x,ps_y,intensity_arb_units,marker_width_ps,marker_height_ps,source_url,doi,extraction_method
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,33,243.6,358.14,39.16887062996763,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,34,238.38,361.26,40.0783321660168,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,35,227.28,364.44,42.01224462773056,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,36,227.4,367.62,41.991337465982305,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,37,238.68,370.68,40.02606426164616,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,38,248.1,373.86,38.384852064408,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,39,268.56,376.98,34.8201809863302,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,40,280.68,380.16,32.70855764975625,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,41,289.2,383.22,31.22414916563002,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,42,296.58,386.4,29.938358718112223,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,43,317.1,389.52,26.363234059160295,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,44,326.22,392.7,24.77428976629277,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,45,352.74,395.76,20.153807019928006,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,46,362.4,399.0,18.470780499193335,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,47,396.06,402.06,12.60632162880728,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,48,421.56,405.24,8.163549757302697,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,49,439.5,408.36,5.037929075938295,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,50,439.74,411.42,4.9961147524417795,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,51,413.52,414.6,9.56432959443591,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,52,391.68,417.72,13.369433032618655,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,53,353.46,420.9,20.028364049438473,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,54,339.6,423.96,22.443141231362134,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,55,313.56,427.14,26.979995330733875,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,56,299.94,430.26,29.352958189161033,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,57,267.78,433.44,34.95607753769387,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,58,252.84,436.5,37.55901917535185,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,59,240.12,439.68,39.775178320667074,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,60,231.6,442.8,41.259586804793315,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,61,222.84,445.98,42.78580961241607,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,62,229.38,449.04,41.64636929713607,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,63,221.64,452.22,42.99488122989864,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,64,227.4,455.34,41.991337465982305,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,65,240.3,458.52,39.74381757804469,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,66,250.92,461.58,37.89353376332396,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,67,244.68,464.76,38.98070617423331,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,68,259.92,467.88,36.32549663220469,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,69,267.84,471.06,34.945623956819745,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,70,285.78,474.18,31.820003275455345,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,71,306.96,477.24,28.129889226888004,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,72,325.92,480.42,24.826557670663416,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,73,341.46,483.54,22.119080224264156,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,74,356.4,486.72,19.51613858660618,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,75,387.84,489.78,14.03846220856288,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,76,420.3,492.96,8.383074955659392,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,77,437.58,496.08,5.372443663910408,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,78,430.38,499.26,6.626873368805818,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,79,438.96,502.32,5.132011303805455,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,80,423.96,505.5,7.7454065223375625,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,81,419.4,508.68,8.539878668771324,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,82,401.94,511.8,11.581870703142695,6.0,5.999999999999943,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,83,390.96,514.98,13.4948760031082,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,84,371.4,518.04,16.90274336807407,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,85,366.42,521.22,17.770390580626724,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,86,356.76,524.34,19.453417101361406,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,87,365.76,527.52,17.88537997024214,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,88,357.6,530.58,19.3070669691236,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,89,353.76,533.76,19.976096145067824,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,90,351.6,536.76,20.352425056536443,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,91,340.5,540.0,22.28633751825021,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,92,354.6,543.18,19.829746012830025,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,93,349.32,546.24,20.74966112975333,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,94,362.28,549.42,18.49168766094159,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,95,365.1,552.54,18.000369359857547,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,96,379.14,555.72,15.5542314353115,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,97,390.48,558.78,13.578504650101223,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,98,409.02,561.96,10.348348159995542,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
MIR_2007_FIG4_ERASER_PHASE_CONTROL,minus_45,Figure4b.ps,0875b4d8d38c92bbefc3109df32f7bd60b79f7a2835eff5ec79275e13f5af738,99,411.84,565.08,9.857029858911508,6.0,6.0,https://arxiv.org/abs/0706.3966,https://doi.org/10.1088/1367-2630/9/8/287,postscript_diamond_marker_digitization_v1
